Date,Trading_Total_Stock_Amount,Trading_Total_Price,Open,High,Low,Close,Price_Dif,Number_Of_Transactions
111/03/07,"107,606,101","5,571,210,359",52.80,52.80,51.30,51.60,-1.80,"61,258"
111/03/08,"180,287,297","9,041,335,610",50.60,51.20,49.50,49.70,-1.90,"97,960"
111/03/09,"98,203,213","5,054,495,564",50.80,52.20,50.50,51.80,+2.10,"51,585"
111/03/10,"98,569,832","5,240,112,949",53.50,53.80,52.60,52.80,+1.00,"47,354"
111/03/11,"47,021,432","2,471,114,716",52.70,53.00,52.30,52.50,-0.30,"29,315"
111/03/14,"59,759,854","3,128,307,592",52.70,53.10,51.80,52.50, 0.00,"25,064"
111/03/15,"118,324,946","6,003,320,460",51.40,51.60,50.20,50.40,-2.10,"68,484"
111/03/16,"82,588,688","4,175,217,464",51.20,51.30,50.10,50.80,+0.40,"38,029"
111/03/17,"106,648,904","5,597,421,561",52.40,52.80,52.20,52.60,+1.80,"37,310"
111/03/18,"66,366,735","3,498,785,389",52.70,53.00,52.50,52.80,+0.20,"22,183"
111/03/21,"51,116,003","2,729,774,792",53.50,53.70,53.10,53.50,+0.70,"22,473"
111/03/22,"47,847,440","2,549,312,902",53.50,53.50,52.90,53.50, 0.00,"19,119"
111/03/23,"63,589,704","3,423,382,206",53.80,54.20,53.60,53.80,+0.30,"27,399"
111/03/24,"51,198,782","2,717,245,605",53.00,53.40,52.90,53.20,-0.60,"25,468"
111/03/25,"42,288,486","2,256,948,605",53.50,53.60,53.00,53.30,+0.10,"20,724"
111/03/28,"40,471,428","2,155,186,429",53.20,53.80,52.80,53.60,+0.30,"16,868"
111/03/29,"39,644,134","2,128,234,516",53.90,54.00,53.30,53.70,+0.10,"19,350"
111/03/30,"72,860,449","3,944,736,027",54.10,54.50,54.00,54.50,+0.80,"31,002"
111/03/31,"48,478,339","2,615,987,922",54.10,54.20,53.80,54.00,-0.50,"21,667"
111/04/01,"84,161,916","4,440,132,288",53.10,53.10,52.50,52.90,-1.10,"38,776"
111/04/06,"145,865,641","7,464,044,574",51.60,51.70,50.80,51.10,-1.80,"69,413"
111/04/07,"114,103,048","5,728,994,346",50.10,50.60,50.00,50.00,-1.10,"63,724"
111/04/08,"92,177,478","4,615,636,293",50.10,50.40,50.00,50.00, 0.00,"49,672"
111/04/11,"174,438,622","8,497,773,501",50.00,50.00,48.05,48.20,-1.80,"104,543"
111/04/12,"154,848,941","7,346,520,132",47.30,48.15,47.00,47.30,-0.90,"73,986"
111/04/13,"91,923,630","4,434,624,724",47.85,48.75,47.75,48.50,+1.20,"52,468"
111/04/14,"63,831,087","3,095,821,731",49.00,49.05,48.20,48.25,-0.25,"30,919"
111/04/15,"89,412,104","4,215,147,172",47.40,47.45,47.00,47.05,-1.20,"51,220"
111/04/18,"71,337,667","3,309,830,610",46.60,46.85,46.20,46.20,-0.85,"38,241"
111/04/19,"70,240,272","3,290,481,600",46.75,47.15,46.60,46.65,+0.45,"30,299"
111/04/20,"63,807,807","3,023,146,346",47.45,47.65,47.10,47.65,+1.00,"26,208"
111/04/21,"58,300,497","2,799,739,670",47.90,48.40,47.65,48.05,+0.40,"26,330"
111/04/22,"44,827,546","2,125,631,017",47.50,47.65,47.20,47.65,-0.40,"21,169"
111/04/25,"110,188,630","5,036,528,634",46.50,46.50,45.30,45.50,-2.15,"61,812"
111/04/26,"51,833,901","2,370,052,289",46.00,46.10,45.25,45.75,+0.25,"22,583"
111/04/27,"105,139,888","4,616,947,246",44.00,44.40,43.55,44.40,-1.35,"48,972"
111/04/28,"236,257,390","11,252,094,425",46.30,48.80,45.85,48.50,+4.10,"95,392"
111/04/29,"187,887,783","9,163,118,917",49.60,49.90,47.70,47.80,-0.70,"94,683"
111/05/03,"84,742,931","4,035,817,555",47.70,48.50,47.10,47.25,-0.55,"37,907"
111/05/04,"63,296,856","3,022,859,966",47.35,48.30,47.35,48.30,+1.05,"21,677"
111/05/05,"104,304,351","5,138,004,812",49.70,49.85,48.85,49.10,+0.80,"43,955"
111/05/06,"83,033,697","3,993,665,453",47.45,48.55,47.40,48.55,-0.55,"32,219"
111/05/09,"64,054,228","3,100,336,530",48.50,49.00,47.90,47.90,-0.65,"36,564"
111/05/10,"85,245,939","4,089,413,936",47.00,48.90,46.85,48.90,+1.00,"32,825"
111/05/11,"98,646,989","4,802,393,261",48.60,49.20,48.25,48.65,-0.25,"36,954"
111/05/12,"70,505,371","3,392,971,013",48.15,48.60,47.70,47.80,-0.85,"38,332"
111/05/13,"74,032,345","3,611,868,305",48.50,49.10,48.30,48.85,+1.05,"26,906"
111/05/16,"113,273,822","5,638,327,400",49.75,50.30,49.30,49.45,+0.60,"42,855"
111/05/17,"90,046,056","4,513,745,974",50.00,50.40,49.70,50.10,+0.65,"36,807"
111/05/18,"96,004,232","4,897,397,320",51.00,51.30,50.70,50.90,+0.80,"41,810"
111/05/19,"87,198,490","4,356,514,782",49.30,50.80,49.30,50.80,-0.10,"36,602"
111/05/20,"55,034,004","2,796,583,496",51.10,51.20,50.50,50.70,-0.10,"20,272"
111/05/23,"51,326,592","2,598,202,133",51.20,51.40,50.10,50.30,-0.40,"22,417"
111/05/24,"70,934,684","3,515,909,297",50.40,50.50,49.00,49.00,-1.30,"40,948"
111/05/25,"55,559,490","2,727,938,391",49.05,49.45,48.65,49.35,+0.35,"24,096"
111/05/26,"38,858,741","1,930,484,854",49.90,50.20,49.30,49.40,+0.05,"16,988"
111/05/27,"44,363,749","2,221,349,400",50.00,50.20,49.90,50.20,+0.80,"19,256"
111/05/30,"56,562,951","2,876,763,377",51.00,51.40,50.50,51.00,+0.80,"21,393"
111/05/31,"91,174,553","4,670,197,090",50.90,51.50,50.70,51.40,+0.40,"26,053"
111/06/01,"53,404,047","2,740,788,934",51.10,51.60,51.00,51.20,-0.20,"20,020"
111/06/02,"49,329,799","2,506,238,468",50.90,51.00,50.60,50.70,-0.50,"16,267"
111/06/06,"90,457,699","4,658,855,522",51.20,52.00,50.70,52.00,+1.30,"28,451"
111/06/07,"60,715,004","3,133,105,237",51.60,51.90,51.20,51.70,-0.30,"18,471"
111/06/08,"71,075,738","3,720,536,378",52.20,52.70,52.10,52.40,+0.70,"26,668"
111/06/09,"39,566,348","2,056,209,670",52.10,52.20,51.80,51.80,-0.60,"15,645"
111/06/10,"42,867,342","2,196,514,297",51.00,51.70,50.80,51.20,-0.60,"15,905"
111/06/13,"81,291,395","4,072,182,037",50.10,50.40,49.90,50.00,-1.20,"34,814"
111/06/14,"66,413,467","3,276,990,562",49.25,49.70,49.10,49.60,-0.40,"30,057"
111/06/15,"59,748,228","2,986,700,101",49.95,50.40,49.65,49.65,+0.05,"25,291"
111/06/16,"65,503,334","3,270,193,472",50.50,50.80,49.05,49.10,-0.55,"22,860"
111/06/17,"152,888,180","7,282,143,224",48.05,48.20,47.20,47.65,-1.45,"59,132"
111/06/20,"124,251,050","6,007,782,200",48.40,49.00,47.80,48.05,+0.40,"46,383"
111/06/21,"132,538,225","6,428,682,581",48.50,49.30,47.95,49.30,+1.25,"34,211"
111/06/22,"201,496,372","9,101,066,169",46.30,46.35,44.10,44.10,X0.00,"85,117"
111/06/23,"205,738,606","8,691,432,201",44.05,44.15,41.05,42.00,-2.10,"89,914"
111/06/24,"98,449,440","4,149,996,273",42.50,42.95,41.60,41.60,-0.40,"46,466"
111/06/27,"89,601,381","3,835,252,928",42.60,43.30,42.40,42.90,+1.30,"32,114"
111/06/28,"56,891,391","2,401,580,010",42.95,42.95,41.85,41.85,-1.05,"27,741"
111/06/29,"68,758,865","2,819,932,611",41.25,41.55,40.70,40.90,-0.95,"33,114"
111/06/30,"120,114,197","4,751,270,749",40.60,40.60,39.15,39.15,-1.75,"51,973"
111/07/01,"136,580,082","5,322,506,465",39.15,39.90,38.05,38.05,-1.10,"50,875"
111/07/04,"113,909,230","4,329,495,107",38.05,38.50,37.50,38.15,+0.10,"47,037"
111/07/05,"84,509,323","3,276,934,418",39.40,39.55,38.00,38.90,+0.75,"34,995"
111/07/06,"101,957,607","3,862,294,774",38.50,38.90,37.15,37.15,-1.75,"39,026"
111/07/07,"170,189,410","6,641,620,005",37.85,40.50,37.25,39.85,+2.70,"61,130"
111/07/08,"115,975,402","4,652,447,647",40.45,40.70,39.40,39.70,-0.15,"53,617"
111/07/11,"78,825,938","3,065,218,076",39.85,40.00,38.35,38.60,-1.10,"31,256"
111/07/12,"122,451,228","4,557,815,195",37.70,38.00,36.75,36.75,-1.85,"49,543"
111/07/13,"113,324,829","4,335,121,732",38.80,39.00,37.85,38.05,+1.30,"39,143"
111/07/14,"106,395,292","4,079,742,362",37.90,39.20,37.40,38.80,+0.75,"43,048"
111/07/15,"93,487,143","3,647,371,166",39.00,39.40,38.50,38.95,+0.15,"38,688"
111/07/18,"94,815,586","3,781,453,961",39.60,40.20,39.50,40.00,+1.05,"36,428"
111/07/19,"50,247,515","2,003,396,498",39.65,40.15,39.55,39.90,-0.10,"23,457"
111/07/20,"75,266,858","3,069,591,701",41.00,41.15,40.45,40.75,+0.85,"32,514"
111/07/21,"137,873,596","5,793,954,738",41.00,42.80,40.80,42.80,+2.05,"63,065"
111/07/22,"114,422,479","4,858,121,330",42.80,43.05,42.05,42.45,-0.35,"55,051"
111/07/25,"103,298,465","4,199,459,923",41.30,41.35,40.20,40.50,-1.95,"47,398"
111/07/26,"162,333,028","6,313,905,948",40.10,40.10,38.30,38.60,-1.90,"73,131"
111/07/27,"109,311,679","4,252,070,707",38.35,39.50,38.20,39.45,+0.85,"38,830"
111/07/28,"148,811,597","5,871,941,584",40.45,40.50,38.70,38.80,-0.65,"55,261"
111/07/29,"109,441,619","4,373,054,407",39.50,40.20,39.40,40.15,+1.35,"39,585"
111/08/01,"44,761,025","1,793,123,673",40.05,40.30,39.55,40.30,+0.15,"20,965"
111/08/02,"71,987,582","2,816,887,979",39.55,39.60,38.80,39.10,-1.20,"36,979"
111/08/03,"46,591,014","1,823,621,242",39.10,39.35,38.80,39.30,+0.20,"17,607"
111/08/04,"75,435,773","3,008,903,525",39.80,40.20,39.35,40.00,+0.70,"28,036"
111/08/05,"159,318,746","6,621,097,176",40.95,42.35,40.60,42.15,+2.15,"61,976"
111/08/08,"70,525,380","2,910,436,636",41.40,41.65,41.00,41.05,-1.10,"42,475"
111/08/09,"57,688,094","2,355,906,597",40.85,41.45,40.15,41.05, 0.00,"25,038"
111/08/10,"61,391,310","2,472,403,498",40.30,40.45,40.05,40.30,-0.75,"24,825"
111/08/11,"84,715,688","3,529,350,350",41.65,41.85,41.40,41.70,+1.40,"28,612"
111/08/12,"71,449,978","3,020,256,533",41.90,42.65,41.80,42.35,+0.65,"28,438"
111/08/15,"96,761,514","4,178,757,820",42.85,43.50,42.80,43.50,+1.15,"36,378"
111/08/16,"55,441,095","2,388,910,369",43.55,43.60,42.85,43.05,-0.45,"31,199"
111/08/17,"48,633,823","2,085,544,532",43.15,43.20,42.65,42.85,-0.20,"22,454"
111/08/18,"37,790,290","1,597,335,335",42.10,42.50,42.05,42.50,-0.35,"15,244"
111/08/19,"34,193,642","1,465,855,035",42.75,43.20,42.50,43.00,+0.50,"14,941"
111/08/22,"56,323,990","2,365,076,025",42.20,42.25,41.80,41.85,-1.15,"23,360"
111/08/23,"61,137,073","2,502,265,518",40.95,41.25,40.80,40.80,-1.05,"25,856"
111/08/24,"36,269,688","1,488,827,387",41.10,41.35,40.85,40.90,+0.10,"12,979"
111/08/25,"36,820,074","1,523,982,717",41.30,41.65,41.15,41.40,+0.50,"12,568"
111/08/26,"42,046,948","1,753,104,051",42.00,42.15,41.30,41.30,-0.10,"16,394"
111/08/29,"78,213,765","3,107,422,913",39.65,40.05,39.30,39.95,-1.35,"29,865"
111/08/30,"36,206,080","1,460,396,373",40.10,40.85,39.85,40.40,+0.45,"14,932"
111/08/31,"47,132,681","1,924,043,645",40.05,41.20,39.90,41.10,+0.70,"15,530"
111/09/01,"40,392,085","1,631,408,028",40.20,40.70,40.00,40.45,-0.65,"15,949"
111/09/02,"49,686,440","2,014,851,493",40.60,40.85,40.30,40.50,+0.05,"12,021"
111/09/05,"89,026,289","3,536,209,510",40.30,40.50,39.25,39.80,-0.70,"32,040"
111/09/06,"38,195,535","1,524,714,380",39.95,40.20,39.75,39.95,+0.15,"13,000"
111/09/07,"57,160,464","2,252,635,834",39.60,39.80,39.15,39.20,-0.75,"24,498"
111/09/08,"44,927,971","1,768,628,432",39.70,39.70,39.10,39.30,+0.10,"17,055"
111/09/12,"69,020,816","2,792,710,178",40.00,40.95,40.00,40.15,+0.85,"24,580"
111/09/13,"38,547,435","1,567,720,936",40.60,40.80,40.50,40.75,+0.60,"15,731"
111/09/14,"54,335,019","2,171,071,953",39.45,40.40,39.40,40.15,-0.60,"17,887"
111/09/15,"45,562,826","1,842,482,673",40.40,40.75,40.10,40.40,+0.25,"13,867"
111/09/16,"58,469,253","2,342,490,453",40.30,40.35,39.95,39.95,-0.45,"19,348"
111/09/19,"31,877,611","1,272,227,717",39.95,40.10,39.70,39.95, 0.00,"12,681"
111/09/20,"37,859,379","1,519,151,943",40.20,40.45,39.90,40.15,+0.20,"11,500"
111/09/21,"51,769,681","2,049,312,750",39.85,39.95,39.30,39.60,-0.55,"20,722"
111/09/22,"55,897,290","2,168,739,620",39.00,39.05,38.60,38.75,-0.85,"23,275"
111/09/23,"45,973,616","1,766,697,012",38.50,38.90,38.15,38.30,-0.45,"19,304"
111/09/26,"68,337,113","2,544,513,180",37.80,37.85,36.75,36.85,-1.45,"30,021"
111/09/27,"46,408,586","1,726,309,333",37.30,37.50,36.85,37.30,+0.45,"15,853"
111/09/28,"73,329,162","2,694,587,620",37.50,37.95,36.15,36.20,-1.10,"27,851"
111/09/29,"46,721,349","1,712,729,611",37.20,37.25,36.15,36.55,+0.35,"18,642"
111/09/30,"81,976,722","2,910,893,387",35.60,35.80,35.05,35.75,-0.80,"25,007"
111/10/03,"58,000,228","2,054,944,118",35.35,35.95,35.00,35.35,-0.40,"19,173"
111/10/04,"76,913,355","2,858,246,468",36.30,37.70,36.30,37.70,+2.35,"30,613"
111/10/05,"95,299,435","3,684,774,759",38.80,39.00,38.25,38.30,+0.60,"36,952"
111/10/06,"57,762,996","2,233,296,011",38.55,39.00,38.20,38.95,+0.65,"18,974"
111/10/07,"49,174,036","1,879,112,178",38.60,38.60,38.00,38.05,-0.90,"20,367"
111/10/11,"97,839,900","3,501,321,810",36.30,36.40,35.30,35.40,-2.65,"41,843"
111/10/12,"84,253,260","3,038,869,755",35.20,36.75,35.15,36.70,+1.30,"28,910"
111/10/13,"70,729,586","2,590,957,007",36.65,37.20,36.20,36.40,-0.30,"26,334"
111/10/14,"119,588,359","4,590,280,403",38.10,38.75,37.80,38.70,+2.30,"40,766"
111/10/17,"82,083,128","3,083,357,297",37.80,38.10,37.05,37.75,-0.95,"28,184"
111/10/18,"63,644,252","2,440,585,615",38.65,38.80,38.00,38.25,+0.50,"22,286"
111/10/19,"70,803,827","2,723,117,976",38.30,38.90,38.00,38.20,-0.05,"25,370"
111/10/20,"116,442,060","4,503,253,725",37.70,39.50,37.55,39.50,+1.30,"31,586"
111/10/21,"92,166,361","3,631,694,345",39.50,39.95,38.90,39.05,-0.45,"34,704"
111/10/24,"103,094,876","4,132,280,612",40.55,40.80,39.40,39.40,+0.35,"35,709"
111/10/25,"91,737,110","3,645,614,957",39.85,40.10,39.35,39.45,+0.05,"30,583"
111/10/26,"103,670,352","4,007,012,332",39.60,39.60,38.00,38.10,-1.35,"42,285"
111/10/27,"90,730,891","3,520,446,729",37.95,39.40,37.90,39.25,+1.15,"28,821"
111/10/28,"53,747,429","2,067,699,765",38.70,38.80,38.20,38.30,-0.95,"19,638"
111/10/31,"51,338,460","2,007,306,235",39.00,39.30,38.80,39.10,+0.80,"16,827"
111/11/01,"35,354,188","1,381,681,270",38.85,39.30,38.75,39.05,-0.05,"13,774"
111/11/02,"40,000,843","1,572,371,992",39.25,39.60,39.00,39.35,+0.30,"13,919"
111/11/03,"36,229,365","1,411,207,862",38.85,39.15,38.60,39.00,-0.35,"12,466"
111/11/04,"30,457,765","1,181,800,905",38.70,39.10,38.60,38.90,-0.10,"12,292"
111/11/07,"75,978,674","3,036,311,410",39.50,40.20,39.50,40.05,+1.15,"27,274"
111/11/08,"63,757,797","2,564,996,989",40.30,40.60,39.80,40.15,+0.10,"23,843"
111/11/09,"100,896,976","4,149,033,380",40.80,41.45,40.75,41.45,+1.30,"37,720"
111/11/10,"65,260,302","2,695,940,009",41.10,41.65,40.90,41.65,+0.20,"22,610"
111/11/11,"193,007,972","8,568,628,210",45.20,45.50,43.90,44.00,+2.35,"69,660"
111/11/14,"127,055,282","5,679,045,806",44.80,45.00,44.30,44.90,+0.90,"39,536"
111/11/15,"195,205,437","9,027,316,022",45.00,47.10,44.80,46.60,+1.70,"77,799"
111/11/16,"130,615,406","5,959,515,102",46.90,46.90,45.05,45.25,-1.35,"63,438"
111/11/17,"94,694,792","4,258,315,474",44.80,45.70,44.25,45.60,+0.35,"37,304"
111/11/18,"74,795,570","3,440,734,632",46.20,46.60,45.40,45.60, 0.00,"32,564"
111/11/21,"41,344,063","1,889,835,216",45.85,46.00,45.45,45.65,+0.05,"14,877"
111/11/22,"65,582,394","3,011,560,332",45.55,46.15,45.25,46.10,+0.45,"22,696"
111/11/23,"46,029,768","2,131,300,231",46.35,46.50,46.10,46.10, 0.00,"22,473"
111/11/24,"39,028,196","1,795,960,027",46.40,46.50,45.60,46.20,+0.10,"17,422"
111/11/25,"33,919,263","1,555,022,015",46.05,46.15,45.70,45.80,-0.40,"13,923"
111/11/28,"78,573,435","3,498,853,241",44.60,44.95,44.20,44.40,-1.40,"29,100"
111/11/29,"58,196,968","2,578,586,257",44.05,44.75,43.65,44.65,+0.25,"22,993"
111/11/30,"61,840,469","2,792,259,953",44.35,45.80,44.15,45.80,+1.15,"17,452"
111/12/01,"73,991,578","3,408,681,596",46.50,46.65,45.60,45.60,-0.20,"32,319"
111/12/02,"54,243,640","2,453,006,741",44.80,45.65,44.80,45.50,-0.10,"17,732"
111/12/05,"37,514,008","1,713,329,516",45.65,45.90,45.40,45.40,-0.10,"15,262"
111/12/06,"40,607,350","1,823,940,539",45.20,45.40,44.50,44.50,-0.90,"16,462"
111/12/07,"75,156,560","3,307,018,246",44.00,44.75,43.65,43.65,-0.85,"28,282"
111/12/08,"76,939,113","3,291,819,548",43.65,43.70,42.50,42.50,-1.15,"34,293"
111/12/09,"55,504,878","2,412,969,179",43.40,43.95,43.05,43.50,+1.00,"21,702"
111/12/12,"25,807,210","1,118,703,984",43.35,43.65,43.00,43.50, 0.00,"12,616"
111/12/13,"54,847,262","2,408,822,677",44.00,44.20,43.60,43.80,+0.30,"18,647"
111/12/14,"49,233,691","2,177,856,534",44.30,44.50,43.95,44.45,+0.65,"16,681"
111/12/15,"38,519,033","1,699,063,479",44.00,44.45,43.85,44.25,-0.20,"17,170"
111/12/16,"95,330,771","4,167,914,409",43.15,44.30,42.95,44.30,+0.05,"29,062"
111/12/19,"83,550,841","3,602,209,978",43.25,43.50,42.85,42.95,-1.35,"29,809"
111/12/20,"80,717,740","3,408,885,926",42.50,42.85,41.85,41.85,-1.10,"27,734"
111/12/21,"56,915,825","2,394,405,000",41.95,42.45,41.75,42.00,+0.15,"19,912"
111/12/22,"52,268,222","2,239,549,660",42.65,43.10,42.50,42.85,+0.85,"15,868"
111/12/23,"34,060,157","1,427,254,266",41.95,42.15,41.70,41.95,-0.90,"15,507"
111/12/26,"23,207,953","970,826,225",42.00,42.00,41.60,41.90,-0.05,"8,446"
111/12/27,"23,436,345","987,992,103",42.05,42.50,41.85,41.85,-0.05,"8,633"
111/12/28,"52,072,157","2,133,890,657",41.50,41.50,40.65,40.80,-1.05,"23,554"
111/12/29,"33,389,363","1,357,271,992",40.25,41.05,40.20,40.75,-0.05,"12,728"
111/12/30,"31,821,012","1,304,706,366",41.30,41.45,40.70,40.70,-0.05,"11,431"
110/01/04,"404,287,511","18,275,865,330",46.15,46.50,44.00,45.55,-1.60,"141,658"
110/01/05,"203,151,626","9,201,292,538",44.90,46.35,44.55,46.35,+0.80,"68,714"
110/01/06,"302,206,740","14,254,097,781",47.55,47.75,45.90,46.95,+0.60,"103,484"
110/01/07,"166,045,819","7,740,378,209",47.35,47.60,46.00,46.20,-0.75,"52,112"
110/01/08,"338,482,001","16,095,382,370",46.70,48.35,46.30,47.85,+1.65,"99,945"
110/01/11,"443,638,194","21,795,207,081",48.20,50.10,47.55,50.00,+2.15,"138,063"
110/01/12,"491,919,725","24,570,843,112",50.50,51.90,48.40,48.45,-1.55,"154,553"
110/01/13,"266,941,347","13,323,825,315",49.45,50.30,49.10,50.00,+1.55,"77,843"
110/01/14,"199,727,784","10,003,386,531",49.80,50.90,49.50,49.90,-0.10,"63,846"
110/01/15,"331,036,918","16,586,403,287",51.60,51.80,48.75,48.75,-1.15,"99,564"
110/01/18,"190,786,703","9,234,420,950",48.30,49.85,46.50,49.65,+0.90,"61,688"
110/01/19,"550,193,363","28,630,856,523",50.60,53.90,50.00,53.00,+3.35,"171,509"
110/01/20,"519,997,814","27,748,767,076",54.00,54.90,51.60,52.10,-0.90,"175,457"
110/01/21,"348,707,985","18,705,525,225",52.80,54.70,52.20,54.00,+1.90,"112,643"
110/01/22,"423,774,771","23,673,553,672",54.00,57.20,53.60,56.50,+2.50,"143,465"
110/01/25,"318,727,755","18,249,923,902",57.60,58.60,56.00,57.20,+0.70,"108,698"
110/01/26,"323,042,265","17,964,503,480",57.10,57.60,53.90,54.80,-2.40,"125,737"
110/01/27,"231,131,296","12,725,243,723",55.00,56.20,54.20,54.80, 0.00,"83,270"
110/01/28,"452,064,256","23,363,179,223",51.20,53.30,50.20,51.20,-3.60,"160,733"
110/01/29,"272,439,447","14,011,797,389",52.30,52.60,50.00,50.00,-1.20,"94,782"
110/02/01,"242,326,135","12,161,551,657",49.70,51.60,48.85,50.80,+0.80,"85,577"
110/02/02,"241,455,230","12,636,549,259",51.70,53.00,51.30,52.60,+1.80,"78,589"
110/02/03,"176,459,826","9,223,429,679",53.00,53.60,51.60,52.00,-0.60,"60,142"
110/02/04,"95,373,456","4,940,122,422",51.60,52.40,51.20,51.90,-0.10,"34,724"
110/02/05,"145,274,677","7,636,222,764",52.50,53.00,52.10,52.90,+1.00,"45,608"
110/02/17,"355,339,256","20,326,824,814",57.60,58.00,56.10,57.60,+4.70,"120,768"
110/02/18,"288,059,576","16,703,365,565",57.60,59.40,56.70,58.20,+0.60,"102,334"
110/02/19,"191,246,156","11,012,376,908",57.60,58.40,56.90,57.20,-1.00,"62,688"
110/02/22,"182,775,583","10,487,159,803",58.00,58.30,56.80,56.80,-0.40,"64,091"
110/02/23,"206,602,334","11,443,526,912",55.10,56.20,54.70,55.80,-1.00,"79,122"
110/02/24,"180,656,679","10,020,878,080",55.40,56.70,54.60,54.70,-1.10,"73,591"
110/02/25,"112,476,809","6,286,999,747",56.30,56.50,55.50,55.70,+1.00,"42,356"
110/02/26,"176,299,400","9,612,592,906",54.30,55.20,54.20,54.20,-1.50,"67,929"
110/03/02,"163,944,936","8,886,052,113",55.30,55.60,52.70,52.70,-1.50,"66,557"
110/03/03,"285,125,555","14,695,725,693",52.00,52.70,50.60,51.90,-0.80,"108,544"
110/03/04,"384,755,859","19,161,684,715",50.20,50.80,49.00,49.05,-2.85,"165,635"
110/03/05,"349,619,577","16,539,986,973",46.80,48.20,46.35,47.05,-2.00,"129,272"
110/03/08,"212,695,318","10,020,048,790",47.95,48.10,46.05,46.10,-0.95,"77,443"
110/03/09,"264,755,904","12,111,158,071",45.50,46.70,44.90,46.35,+0.25,"95,566"
110/03/10,"192,335,820","9,015,477,148",47.20,47.35,46.35,46.55,+0.20,"63,449"
110/03/11,"240,352,456","11,604,114,336",47.00,49.10,46.85,48.65,+2.10,"83,168"
110/03/12,"183,940,008","9,095,604,865",49.25,50.10,49.10,49.10,+0.45,"69,297"
110/03/15,"102,039,877","4,930,336,965",49.00,49.05,48.10,48.15,-0.95,"41,308"
